cluster,mobile,non-mobile,not known,Gene,Human,Poultry,Dog,Stored water,Household soil,Human.pct,Poultry.pct,Dog.pct,Stored water.pct,Household soil.pct,V2,total
Cluster 26190,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,emrK,1
Cluster 26191,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,acrD,1
Cluster 26192,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtN,1
Cluster 26193,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,acrD,1
Cluster 26194,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtF,1
Cluster 26195,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,Ecol_acrA,1
Cluster 26196,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtF,1
Cluster 26197,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrB,1
Cluster 26198,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,APH(6)-Id,1
Cluster 26199,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,cpxA,1
Cluster 262,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 2620,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,AcrF,1
Cluster 26200,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,APH(6)-Id,1
Cluster 26201,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrB,1
Cluster 26202,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,Ecol_acrA,1
Cluster 26203,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 26204,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,eptA,1
Cluster 26205,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrB,1
Cluster 26206,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtF,1
Cluster 26207,0,0,2,,2,0,0,0,0,1.51515151515152,0,0,0,0,baeS,2
Cluster 26208,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,APH(3'')-Ib,1
Cluster 26209,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrB,1
Cluster 2621,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtC,1
Cluster 26210,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,Ecol_acrA,1
Cluster 26211,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 26212,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 26213,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtM,1
Cluster 26214,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtO,1
Cluster 26215,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 26216,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtC,1
Cluster 26217,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 26218,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtM,1
Cluster 26219,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,Ecol_mdfA,1
Cluster 2622,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtB,1
Cluster 26220,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtA,1
Cluster 26221,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,Ecol_ampC_BLA,1
Cluster 26222,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,Ecol_mdfA,1
Cluster 26223,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,msbA,1
Cluster 26224,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtH,1
Cluster 26225,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtG,1
Cluster 26226,0,0,2,,1,0,0,0,0,0.757575757575758,0,0,0,0,LptD,2
Cluster 26227,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 26228,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,Ecol_mdfA,1
Cluster 26229,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtG,1
Cluster 2623,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,evgS,1
Cluster 26230,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 26231,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,eptB,1
Cluster 26232,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrB,1
Cluster 26233,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrE,1
Cluster 26234,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrF,1
Cluster 26235,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,marA,1
Cluster 26236,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtO,1
Cluster 26237,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 26238,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_emrE,1
Cluster 26239,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtF,1
Cluster 2624,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrB,1
Cluster 26240,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrS,1
Cluster 26241,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_emrE,1
Cluster 26242,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrD,1
Cluster 26243,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrE,1
Cluster 26244,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtF,1
Cluster 26245,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,adeB,1
Cluster 26246,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,CRP,1
Cluster 26247,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,adeB,1
Cluster 26248,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrF,1
Cluster 26249,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,ugd,1
Cluster 2625,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtB,1
Cluster 26250,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 26251,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,baeS,1
Cluster 26252,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtM,1
Cluster 26253,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,emrA,1
Cluster 26254,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,emrB,1
Cluster 26255,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtN,1
Cluster 26256,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,ugd,1
Cluster 26257,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,emrY,1
Cluster 26258,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 26259,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtP,1
Cluster 2626,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 26260,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,emrB,1
Cluster 26261,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,emrA,1
Cluster 26262,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 26263,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtA,1
Cluster 26264,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,msbA,1
Cluster 26265,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,APH(3'')-Ib,1
Cluster 26266,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrE,1
Cluster 26267,0,0,2,,0,2,0,0,0,0,1.8018018018018,0,0,0,tet(O/W),2
Cluster 26268,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtH,1
Cluster 26269,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,YojI,1
Cluster 2627,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 26270,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,baeS,1
Cluster 26271,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,baeS,1
Cluster 26272,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 26273,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrD,1
Cluster 26274,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,H-NS,1
Cluster 26275,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 26276,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,MdtK,1
Cluster 26277,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,PmrF,1
Cluster 26278,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtO,1
Cluster 26279,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,LptD,1
Cluster 2628,0,0,1,,0,0,1,0,0,0,0,5.88235294117647,0,0,mdtF,1
Cluster 26280,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,msbA,1
Cluster 26281,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,YojI,1
Cluster 26282,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtF,1
Cluster 26283,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,APH(3'')-Ib,1
Cluster 26284,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtF,1
Cluster 26285,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtB,1
Cluster 26286,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,baeS,1
Cluster 26287,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 26288,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 26289,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,msbA,1
Cluster 2629,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrF,1
Cluster 26290,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 26291,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_acrA,1
Cluster 26292,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtM,1
Cluster 26293,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,baeR,1
Cluster 26294,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrD,1
Cluster 26295,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,baeR,1
Cluster 26296,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrF,1
Cluster 26297,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,CRP,1
Cluster 26298,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 26299,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,baeR,1
Cluster 263,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 2630,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtB,1
Cluster 26300,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_acrA,1
Cluster 26301,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,emrA,1
Cluster 26302,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtN,1
Cluster 26303,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,APH(3'')-Ib,1
Cluster 26304,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,eptA,1
Cluster 26305,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,APH(3'')-Ib,1
Cluster 26306,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 26307,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 26308,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 26309,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,baeR,1
Cluster 2631,1,0,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 26310,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtH,1
Cluster 26311,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,emrY,1
Cluster 26312,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtG,1
Cluster 26313,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_mdfA,1
Cluster 26314,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrB,1
Cluster 26315,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,CRP,1
Cluster 26316,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtF,1
Cluster 26317,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtG,1
Cluster 26318,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtB,1
Cluster 26319,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_mdfA,1
Cluster 2632,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtB,1
Cluster 26320,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtP,1
Cluster 26321,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtB,1
Cluster 26322,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtB,1
Cluster 26323,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,oqxA,1
Cluster 26324,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtE,1
Cluster 26325,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrD,1
Cluster 26326,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,Ecol_mdfA,1
Cluster 26327,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,emrR,1
Cluster 26328,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,AcrE,1
Cluster 26329,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,TolC,1
Cluster 2633,0,1,0,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 26330,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,EC-18,1
Cluster 26331,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,YojI,1
Cluster 26332,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,tet(A),1
Cluster 26333,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,bacA,1
Cluster 26334,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtF,1
Cluster 26335,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,emrB,1
Cluster 26336,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,ugd,1
Cluster 26337,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,gadX,1
Cluster 26338,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,msr(G),1
Cluster 26339,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,evgS,1
Cluster 2634,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 26340,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,LptD,1
Cluster 26341,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtM,1
Cluster 26342,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,baeS,1
Cluster 26343,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrB,1
Cluster 26344,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrB,1
Cluster 26345,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,eptB,1
Cluster 26346,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrD,1
Cluster 26347,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,emrR,1
Cluster 26348,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrB,1
Cluster 26349,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,evgS,1
Cluster 2635,0,1,0,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtB,1
Cluster 26350,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,evgS,1
Cluster 26351,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,baeR,1
Cluster 26352,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,ACT-20,1
Cluster 26353,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,fosA5,1
Cluster 26354,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,baeS,1
Cluster 26355,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,CRP,1
Cluster 26356,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,evgS,1
Cluster 26357,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,eptA,1
Cluster 26358,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,Ecol_acrA,1
Cluster 26359,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,mdtB,1
Cluster 2636,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,acrB,1
Cluster 26360,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrD,1
Cluster 26361,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,Kpne_KpnG,1
Cluster 26362,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrD,1
Cluster 26363,0,0,2,,0,0,0,0,1,0,0,0,0,2.63157894736842,LptD,2
Cluster 26364,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrB,1
Cluster 26365,0,0,1,,0,0,0,0,1,0,0,0,0,2.63157894736842,bacA,1
Cluster 26366,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,mdtC,1
Cluster 26367,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,YojI,1
Cluster 26368,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,msbA,1
Cluster 26369,1,0,0,,0,0,0,1,0,0,0,0,5.26315789473684,0,APH(3'')-Ib,1
Cluster 2637,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtC,1
Cluster 26370,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,acrB,1
Cluster 26371,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,EC-8,1
Cluster 26372,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,eptA,1
Cluster 26373,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,mdtB,1
Cluster 26374,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,mdtB,1
Cluster 26375,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,mdtC,1
Cluster 26376,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,emrB,1
Cluster 26377,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,bacA,1
Cluster 26378,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,acrB,1
Cluster 26379,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,CRP,1
Cluster 2638,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtC,1
Cluster 26382,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,adeB,1
Cluster 26383,0,0,1,,0,0,0,1,0,0,0,0,5.26315789473684,0,ugd,1
Cluster 26384,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 26385,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,APH(3'')-Ib,1
Cluster 26386,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 26387,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 26388,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,oqxB,1
Cluster 26389,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrA,1
Cluster 2639,0,0,2,,1,0,1,0,0,0.757575757575758,0,5.88235294117647,0,0,mdtC,2
Cluster 26390,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtM,1
Cluster 26391,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 26392,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,baeS,1
Cluster 26393,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 26394,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtO,1
Cluster 26395,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,Ecol_ampC_BLA,1
Cluster 26396,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 26397,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtB,1
Cluster 26398,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 26399,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtH,1
Cluster 264,1,0,23,,12,5,2,2,1,9.09090909090909,4.5045045045045,11.7647058823529,10.5263157894737,2.63157894736842,acrB,24
Cluster 2640,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,mdtC,1
Cluster 26400,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 26401,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtF,1
Cluster 26402,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtM,1
Cluster 26403,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,baeS,1
Cluster 26404,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrR,1
Cluster 26405,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 26406,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrY,1
Cluster 26407,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrY,1
Cluster 26408,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 26409,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtO,1
Cluster 2641,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtC,1
Cluster 26410,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtH,1
Cluster 26411,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 26412,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrB,1
Cluster 26413,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 26414,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,Ecol_ampC_BLA,1
Cluster 26415,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrB,1
Cluster 26416,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 26417,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrE,1
Cluster 26418,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,ugd,1
Cluster 26419,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrY,1
Cluster 2642,0,0,1,,0,1,0,0,0,0,0.900900900900901,0,0,0,acrD,1
Cluster 26420,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,PmrF,1
Cluster 26421,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtN,1
Cluster 26422,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrB,1
Cluster 26423,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrY,1
Cluster 26424,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtN,1
Cluster 26425,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtN,1
Cluster 26426,0,0,2,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrB,2
Cluster 26427,0,0,2,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtC,2
Cluster 26428,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrA,1
Cluster 26429,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,TolC,1
Cluster 2643,0,1,0,,0,0,0,0,1,0,0,0,0,2.63157894736842,acrB,1
Cluster 26430,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,YojI,1
Cluster 26431,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 26432,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 26433,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 26434,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,Ecol_acrA,1
Cluster 26435,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtB,1
Cluster 26436,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 26437,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,emrY,1
Cluster 26438,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 26439,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,Ecol_mdfA,1
Cluster 2644,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtB,1
Cluster 26440,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,msbA,1
Cluster 26441,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrB,1
Cluster 26442,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtA,1
Cluster 26443,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,evgS,1
Cluster 26444,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtF,1
Cluster 26445,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 26446,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtC,1
Cluster 26447,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,acrD,1
Cluster 26448,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtP,1
Cluster 26449,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtC,1
Cluster 2645,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,AcrF,1
Cluster 26450,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,LptD,1
Cluster 26451,0,0,1,,1,0,0,0,0,0.757575757575758,0,0,0,0,mdtH,1
